Marital_status,Application_order,Admission_grade,Displaced,Debtor,Gender,Scholarship_holder,Age_at_enrollment,Status
1,1,115.1,1,0,0,0,19,Graduate
1,1,124.5,0,0,0,1,36,Dropout
1,2,128.3,1,0,0,1,18,Graduate
1,1,136.0,0,0,0,1,18,Graduate
1,1,140.0,1,0,0,1,20,Graduate
1,1,126.3,0,0,0,1,26,Dropout
1,1,126.9,0,0,0,0,21,Graduate
1,1,115.8,1,0,0,1,19,Graduate
1,1,100.0,1,0,0,0,24,Dropout
1,1,102.5,0,0,0,1,27,Dropout
1,1,131.5,0,0,0,0,21,Dropout
1,1,147.0,0,0,0,1,18,Graduate
2,4,122.5,0,0,0,1,19,Graduate
1,3,117.5,1,0,0,0,18,Dropout
1,1,150.0,0,0,0,1,19,Graduate
1,1,127.5,1,0,0,1,19,Graduate
2,1,140.0,0,0,0,0,33,Graduate
2,1,130.0,0,0,0,0,45,Graduate
1,1,133.3,0,0,0,1,20,Graduate
1,2,97.0,1,0,0,0,28,Dropout
1,1,112.0,1,0,0,1,19,Graduate
1,2,123.6,1,0,0,0,18,Graduate
1,1,130.5,0,0,0,0,38,Dropout
1,2,133.3,0,0,0,0,19,Graduate
1,1,132.1,0,0,0,1,21,Graduate
1,1,100.0,0,0,0,0,21,Dropout
1,1,140.4,0,0,0,1,22,Graduate
1,1,141.7,0,0,0,1,18,Graduate
1,2,119.7,0,0,0,1,18,Graduate
1,1,122.5,1,0,0,0,25,Dropout
1,1,140.0,0,1,0,0,24,Dropout
1,2,119.1,1,0,0,1,20,Graduate
1,1,122.7,0,0,0,0,25,Dropout
1,1,117.9,0,0,0,1,20,Graduate
1,1,130.0,0,0,0,0,23,Graduate
1,3,120.0,1,0,0,1,19,Graduate
1,1,130.0,0,1,0,0,29,Dropout
1,3,116.8,1,0,0,0,21,Graduate
1,1,123.4,1,0,0,1,18,Graduate
1,3,127.2,1,0,0,1,18,Dropout
1,1,103.4,0,0,0,0,19,Graduate
1,1,124.1,0,0,0,0,18,Graduate
2,1,99.5,1,1,0,1,37,Dropout
1,1,124.9,0,0,0,0,29,Graduate
1,1,118.9,1,0,0,1,19,Graduate
1,1,118.8,1,1,0,0,22,Dropout
1,1,137.0,0,0,0,1,20,Graduate
1,1,100.0,0,0,0,0,34,Dropout
1,1,120.0,0,1,0,0,30,Dropout
1,1,122.8,0,0,0,0,18,Graduate
1,1,121.6,0,0,0,0,18,Graduate
1,2,149.2,1,0,0,0,18,Graduate
1,4,140.0,1,0,0,0,18,Graduate
1,2,133.4,1,0,0,1,19,Graduate
1,1,126.2,1,0,0,1,19,Graduate
1,5,127.8,0,0,0,1,18,Graduate
1,1,150.0,0,0,0,1,21,Graduate
1,2,113.7,1,0,0,0,20,Dropout
1,1,117.8,1,0,0,0,20,Graduate
1,1,136.7,0,0,0,0,19,Graduate
1,1,144.7,0,0,0,0,20,Graduate
1,3,139.8,1,0,0,0,18,Graduate
1,1,113.7,0,0,0,0,20,Dropout
2,1,140.0,0,1,0,0,29,Dropout
1,1,119.6,1,0,0,1,20,Graduate
1,2,123.7,1,0,0,1,22,Graduate
4,1,143.0,1,0,0,1,47,Graduate
2,1,100.1,0,0,0,0,31,Graduate
1,1,119.4,0,0,0,1,21,Graduate
1,1,122.1,0,0,0,0,21,Graduate
2,1,100.0,0,0,0,0,24,Graduate
1,1,101.0,0,0,0,0,32,Graduate
1,2,111.8,1,0,0,1,19,Graduate
1,1,140.0,1,0,0,0,24,Graduate
1,4,124.4,1,0,0,0,19,Graduate
1,1,150.0,0,1,0,1,19,Graduate
1,4,116.0,1,0,0,1,18,Graduate
1,1,135.6,1,0,0,1,19,Dropout
2,1,121.0,0,0,0,1,19,Graduate
1,2,118.7,1,0,0,1,18,Graduate
1,1,125.7,1,0,0,0,18,Graduate
1,4,107.1,1,0,0,0,20,Graduate
1,1,125.5,0,0,0,0,18,Graduate
1,4,127.0,1,0,0,0,18,Graduate
1,2,113.5,1,0,0,1,21,Graduate
1,1,154.4,0,0,0,1,18,Graduate
1,1,122.0,0,1,0,0,18,Dropout
1,2,128.0,1,0,0,0,19,Dropout
1,4,117.2,1,0,0,0,18,Graduate
1,1,150.0,1,0,0,0,34,Dropout
1,3,155.3,0,0,0,0,19,Graduate
1,1,120.0,1,1,0,0,19,Dropout
1,1,116.1,0,1,0,0,26,Graduate
1,1,118.9,1,0,0,0,21,Dropout
1,2,127.3,0,0,0,1,18,Graduate
1,4,113.7,1,0,0,1,20,Graduate
1,1,118.5,0,0,0,0,25,Dropout
1,1,146.7,0,0,0,0,18,Graduate
1,1,124.3,1,0,0,1,18,Graduate
1,1,137.8,0,0,0,0,19,Graduate
1,1,130.2,0,0,0,1,18,Graduate
1,1,150.0,0,1,0,0,26,Dropout
1,1,100.0,1,0,0,1,19,Graduate
1,1,155.6,0,0,0,0,19,Graduate
1,4,117.4,0,0,0,0,19,Graduate
1,1,117.5,1,0,0,0,18,Graduate
1,1,120.4,1,0,0,0,19,Graduate
1,1,130.9,0,1,0,0,18,Graduate
1,1,151.0,0,1,0,0,26,Dropout
1,1,103.5,1,0,0,0,20,Graduate
1,1,119.4,0,0,0,0,19,Graduate
1,1,134.4,1,0,0,1,18,Graduate
1,1,143.0,0,0,0,0,19,Graduate
1,1,110.0,0,1,0,0,40,Graduate
1,4,132.5,1,0,0,1,18,Graduate
1,1,114.7,0,0,0,0,19,Graduate
1,1,166.9,0,0,0,0,18,Graduate
1,1,178.3,1,0,0,0,18,Dropout
2,1,117.0,1,0,0,0,33,Graduate
1,1,150.0,0,0,0,0,35,Graduate
1,1,135.1,1,0,0,0,18,Graduate
4,1,136.2,0,0,0,0,39,Graduate
2,1,116.0,0,0,0,0,44,Graduate
1,1,116.3,1,0,0,0,24,Dropout
1,1,134.0,0,0,0,1,20,Graduate
1,4,124.2,1,0,0,0,19,Dropout
2,1,134.5,0,1,0,1,18,Graduate
1,1,120.7,0,1,0,0,22,Dropout
1,1,127.1,1,0,0,0,18,Graduate
1,1,133.0,0,0,0,0,24,Graduate
1,1,128.2,0,0,0,0,33,Dropout
1,1,172.0,0,0,0,0,26,Dropout
1,4,128.5,1,0,0,0,18,Graduate
1,1,128.5,0,1,0,0,19,Dropout
1,1,142.5,1,0,0,1,22,Graduate
1,1,106.0,1,0,0,1,21,Graduate
1,4,125.5,1,0,0,1,21,Graduate
1,1,112.9,1,0,0,1,19,Graduate
1,6,124.8,1,0,0,0,18,Dropout
2,1,140.9,0,0,0,0,50,Graduate
1,1,148.4,0,0,0,1,19,Graduate
4,1,129.7,0,0,0,0,35,Graduate
2,1,128.2,0,0,0,0,31,Dropout
1,4,119.9,1,0,0,0,34,Dropout
1,1,141.0,1,0,0,1,18,Graduate
4,1,140.0,0,0,0,1,26,Dropout
1,1,117.0,0,0,0,1,19,Graduate
1,1,140.2,0,0,0,0,20,Graduate
1,1,129.3,0,0,0,0,19,Graduate
1,1,145.3,0,0,0,0,18,Graduate
1,1,146.2,0,0,0,0,28,Graduate
1,1,156.1,0,0,0,1,21,Graduate
1,6,128.4,1,1,0,0,18,Dropout
1,2,115.0,0,0,0,0,20,Dropout
1,2,158.7,0,0,0,0,18,Graduate
1,4,124.5,1,0,0,1,19,Graduate
1,1,111.9,1,0,0,0,20,Graduate
1,1,150.0,1,0,0,1,22,Graduate
1,1,114.2,1,1,0,0,18,Dropout
1,1,96.0,1,0,0,0,19,Dropout
1,1,131.3,1,0,0,0,19,Graduate
1,1,137.1,1,0,0,0,18,Graduate
1,1,120.0,1,0,0,0,21,Graduate
1,1,139.0,0,0,0,0,27,Graduate
1,1,129.1,0,0,0,0,19,Graduate
4,1,128.2,0,0,0,0,25,Dropout
1,2,120.8,1,0,0,1,18,Graduate
1,1,135.8,0,0,0,0,24,Graduate
1,3,118.9,1,0,0,0,20,Graduate
1,1,140.0,0,0,0,0,26,Graduate
1,1,127.1,1,0,0,1,20,Graduate
1,1,137.0,0,0,0,0,18,Graduate
1,1,127.4,1,0,0,0,19,Graduate
1,1,97.0,1,0,0,0,23,Dropout
1,4,126.3,1,0,0,1,18,Graduate
1,4,127.5,0,0,0,0,18,Dropout
1,1,126.6,0,0,0,1,19,Graduate
1,1,120.0,0,0,0,0,30,Graduate
1,1,140.0,1,0,0,0,29,Dropout
1,6,131.5,1,0,0,0,19,Graduate
1,6,112.2,1,0,0,0,20,Graduate
1,1,150.5,0,0,0,0,20,Graduate
1,4,121.0,1,0,0,0,19,Graduate
3,2,129.4,1,0,0,0,21,Dropout
1,1,114.4,0,0,0,0,19,Graduate
1,3,120.3,1,0,0,1,18,Graduate
1,1,120.0,0,0,0,1,27,Graduate
1,2,114.5,1,0,0,1,19,Graduate
1,1,127.8,0,0,0,1,19,Dropout
1,1,124.6,1,0,0,0,19,Graduate
1,6,130.3,1,0,0,1,18,Graduate
1,1,118.8,0,0,0,1,18,Graduate
1,5,133.0,1,0,0,0,19,Dropout
2,1,129.0,1,0,0,0,36,Graduate
1,6,132.5,1,0,0,0,19,Graduate
1,5,120.3,1,0,0,1,18,Graduate
1,1,114.6,0,0,0,0,18,Graduate
1,1,116.5,1,0,0,1,19,Graduate
1,1,127.8,0,0,0,1,19,Graduate
1,2,129.9,1,0,0,0,18,Dropout
1,2,118.9,1,0,0,0,20,Graduate
1,1,114.8,1,0,0,0,20,Graduate
1,4,123.0,1,0,0,1,18,Graduate
1,2,122.1,1,0,0,0,18,Graduate
1,4,123.7,0,0,0,0,19,Graduate
2,1,114.8,0,0,0,0,44,Graduate
1,1,130.0,0,0,0,0,32,Dropout
1,1,122.3,0,0,0,0,22,Dropout
2,1,152.4,1,0,0,0,36,Graduate
1,1,120.1,0,0,0,1,18,Graduate
1,1,155.1,1,0,0,0,20,Graduate
1,1,124.5,0,0,0,1,20,Graduate
1,1,126.9,0,0,0,0,19,Graduate
1,1,153.2,1,1,0,0,24,Graduate
1,1,135.0,0,0,0,0,27,Dropout
1,6,125.2,0,0,0,1,23,Graduate
1,5,141.3,1,0,0,1,18,Graduate
1,1,117.1,1,0,0,1,18,Graduate
1,3,126.5,1,0,0,1,20,Graduate
1,1,120.1,0,0,0,1,20,Graduate
1,1,128.4,0,0,0,0,23,Dropout
1,2,140.0,1,0,0,0,20,Graduate
1,1,110.0,1,0,0,0,28,Dropout
1,1,116.8,1,0,0,0,21,Graduate
1,2,104.5,1,0,0,0,21,Dropout
1,1,140.0,0,0,0,0,28,Dropout
1,1,113.2,0,0,0,0,18,Graduate
1,1,123.8,0,0,0,0,19,Graduate
1,6,126.7,1,0,0,1,18,Graduate
1,3,133.8,0,0,0,0,19,Dropout
1,3,100.6,1,0,0,1,20,Graduate
1,1,132.7,0,0,0,1,18,Graduate
1,2,106.6,1,0,0,0,20,Dropout
1,1,140.4,0,0,0,0,31,Dropout
1,3,128.3,1,0,0,1,19,Graduate
1,3,118.6,1,0,0,1,19,Graduate
1,1,123.4,0,0,0,0,23,Graduate
1,1,124.0,0,0,0,0,19,Graduate
1,6,121.3,1,0,0,0,20,Graduate
1,3,130.0,0,1,0,0,27,Dropout
1,1,120.0,0,0,0,0,29,Dropout
1,1,130.4,1,0,0,0,18,Graduate
1,1,118.7,0,0,0,0,18,Graduate
1,1,131.5,0,0,0,0,18,Graduate
1,2,129.1,1,0,0,0,18,Graduate
1,2,130.0,0,0,0,0,28,Dropout
1,2,132.8,1,0,0,1,18,Graduate
1,2,133.5,1,0,0,0,18,Graduate
1,1,146.2,0,0,0,0,18,Dropout
1,2,115.2,0,0,0,0,21,Dropout
2,1,101.8,0,0,0,0,32,Dropout
1,2,100.0,0,0,0,0,28,Graduate
1,1,121.9,0,0,0,0,40,Dropout
2,2,120.4,0,1,0,0,39,Dropout
2,2,120.4,0,1,0,0,39,Dropout
2,1,148.8,0,0,0,0,50,Graduate
1,2,123.0,1,0,0,0,23,Dropout
4,1,100.0,0,0,0,0,48,Dropout
1,2,112.1,1,0,0,0,23,Dropout
1,6,126.8,1,0,0,1,18,Graduate
1,1,115.9,0,0,0,0,18,Graduate
1,1,132.5,1,0,0,0,20,Graduate
1,3,132.2,1,0,0,1,18,Graduate
1,1,183.5,1,0,0,0,18,Dropout
1,1,136.0,0,0,1,0,31,Dropout
1,1,114.5,1,0,1,0,24,Graduate
1,1,110.3,0,1,1,0,26,Dropout
1,1,137.2,1,1,1,0,18,Dropout
1,1,121.8,1,0,1,0,22,Dropout
1,2,127.3,1,0,1,0,18,Graduate
1,1,120.0,0,1,1,0,20,Dropout
1,1,150.0,0,0,1,0,25,Graduate
1,1,100.0,1,0,1,0,24,Graduate
1,1,150.0,1,0,1,0,27,Dropout
1,1,116.9,0,0,1,0,21,Graduate
1,1,140.0,1,0,1,0,21,Graduate
1,3,122.1,1,0,1,0,19,Dropout
1,1,160.0,0,0,1,0,28,Graduate
1,1,150.0,0,0,1,1,21,Graduate
1,1,144.9,0,0,1,1,18,Graduate
1,2,116.3,1,0,1,0,19,Graduate
1,5,122.5,1,0,1,0,19,Dropout
1,1,115.0,1,1,1,0,25,Dropout
1,1,115.0,0,1,1,0,21,Dropout
1,3,119.8,1,0,1,0,19,Dropout
1,2,95.0,0,0,1,0,20,Dropout
1,1,150.0,0,0,1,0,25,Dropout
1,1,144.2,1,0,1,0,18,Graduate
1,1,128.2,1,0,1,0,23,Graduate
1,1,135.3,0,0,1,0,21,Graduate
1,1,140.7,0,0,1,0,25,Dropout
1,1,130.4,1,0,1,0,18,Graduate
1,6,123.2,1,0,1,0,22,Graduate
1,1,118.0,0,0,1,0,27,Graduate
1,1,120.0,0,0,1,0,25,Dropout
1,4,118.9,1,0,1,0,18,Dropout
1,1,117.2,0,0,1,0,20,Graduate
1,1,120.0,0,0,1,0,27,Graduate
1,1,118.1,0,0,1,0,20,Graduate
1,1,124.8,1,0,1,0,22,Dropout
1,6,106.5,1,0,1,0,19,Dropout
1,4,109.3,0,0,1,0,19,Graduate
2,1,120.0,1,0,1,0,29,Dropout
1,2,137.5,0,0,1,0,19,Graduate
2,1,120.4,0,0,0,0,20,Graduate
1,4,136.7,1,0,0,0,20,Graduate
1,1,118.5,1,0,0,0,31,Dropout
1,5,133.0,1,0,0,0,18,Graduate
1,1,133.0,1,0,0,0,18,Graduate
1,1,102.0,0,0,0,0,19,Graduate
1,1,133.9,0,0,0,1,18,Graduate
1,1,127.0,0,0,0,0,19,Graduate
1,1,120.4,1,0,0,1,18,Graduate
1,3,124.5,1,0,0,0,19,Graduate
1,4,123.9,0,0,0,0,19,Graduate
1,2,117.8,1,0,0,0,18,Graduate
1,1,110.0,0,0,0,1,20,Graduate
1,1,141.0,0,0,0,0,29,Dropout
1,1,111.5,0,0,0,1,20,Dropout
4,1,140.0,0,1,0,0,31,Dropout
1,1,134.3,0,0,0,0,20,Graduate
1,1,125.3,1,0,0,0,21,Graduate
1,1,140.0,1,0,0,0,23,Dropout
1,5,119.6,0,1,0,0,21,Dropout
1,1,170.0,0,0,0,0,24,Graduate
1,1,150.5,0,0,0,0,27,Graduate
1,1,128.0,0,0,0,1,18,Graduate
1,3,108.7,1,0,0,0,21,Dropout
1,1,121.6,1,1,0,1,19,Dropout
1,6,125.3,1,0,0,1,19,Graduate
1,1,117.6,0,0,0,0,18,Dropout
1,2,106.1,1,1,0,1,20,Graduate
2,1,139.9,1,0,0,0,24,Graduate
1,1,110.8,1,0,0,0,20,Graduate
1,1,117.8,1,0,0,1,19,Graduate
1,6,127.5,1,0,0,1,18,Graduate
1,2,129.7,1,0,0,1,20,Graduate
1,1,130.6,1,0,0,0,20,Graduate
1,2,126.3,1,0,0,1,19,Graduate
1,1,105.0,1,0,0,0,20,Graduate
1,2,114.6,1,0,0,0,19,Dropout
1,5,114.6,1,0,0,0,19,Dropout
1,1,131.0,1,0,0,1,18,Graduate
1,4,109.0,0,0,0,1,23,Dropout
1,1,132.0,1,0,0,0,21,Dropout
1,1,130.0,1,0,0,0,23,Graduate
1,3,109.5,1,0,0,0,19,Graduate
1,2,115.9,1,0,0,0,18,Graduate
1,1,131.6,1,0,0,0,19,Graduate
1,1,120.0,0,0,0,1,25,Graduate
1,1,136.4,0,0,0,1,19,Graduate
1,1,120.0,0,1,0,1,24,Graduate
1,1,132.6,1,0,0,1,18,Graduate
1,5,112.9,1,0,0,1,19,Graduate
1,5,134.3,0,0,0,1,18,Graduate
1,3,117.2,0,0,0,0,19,Graduate
1,1,129.8,0,0,0,1,18,Dropout
2,1,158.0,0,1,0,0,34,Dropout
1,2,115.0,1,1,0,0,20,Dropout
2,1,152.4,0,0,0,0,26,Graduate
1,2,110.2,0,0,0,0,27,Graduate
1,1,113.5,1,0,0,0,20,Graduate
1,1,144.4,1,0,0,0,18,Graduate
1,1,100.0,0,0,0,0,24,Graduate
1,1,126.3,1,0,0,1,19,Graduate
1,1,115.9,0,0,0,0,19,Graduate
1,1,112.3,0,0,0,0,22,Graduate
1,1,127.0,0,0,0,0,20,Graduate
1,1,120.0,0,0,0,0,25,Dropout
1,1,180.0,0,0,0,0,21,Graduate
1,4,115.8,1,0,0,0,18,Graduate
1,3,136.5,1,0,0,0,18,Graduate
1,3,129.0,1,0,1,0,19,Graduate
1,1,137.6,1,0,0,1,19,Graduate
1,2,129.5,1,1,0,0,18,Dropout
1,1,129.1,1,0,0,1,20,Graduate
1,5,130.2,1,0,0,0,19,Dropout
1,1,134.3,1,0,0,0,28,Graduate
1,1,138.4,1,0,0,1,20,Graduate
1,1,120.0,1,0,0,0,30,Dropout
1,4,123.5,1,0,0,1,19,Graduate
1,2,116.1,1,0,0,0,22,Graduate
1,1,110.8,1,0,0,0,18,Graduate
1,1,142.8,1,0,0,0,23,Dropout
1,4,155.5,1,0,0,0,18,Graduate
2,1,163.5,0,1,1,0,50,Dropout
1,1,161.9,1,0,0,1,19,Graduate
1,2,123.3,1,0,0,0,22,Graduate
1,1,137.5,0,1,0,1,23,Graduate
1,4,166.6,0,1,0,1,20,Dropout
4,1,103.5,0,0,0,0,44,Dropout
4,1,110.0,0,0,1,0,49,Graduate
2,1,128.2,0,0,1,0,46,Graduate
1,1,137.7,1,0,1,0,41,Dropout
1,3,128.8,1,0,1,0,18,Graduate
3,1,170.0,0,0,1,0,43,Graduate
4,2,116.4,0,1,1,0,70,Dropout
4,1,100.9,0,0,1,0,48,Dropout
2,1,136.0,0,0,1,0,41,Graduate
1,1,100.0,0,1,1,0,35,Dropout
2,1,157.0,1,0,1,0,44,Graduate
1,1,152.1,1,1,1,0,18,Dropout
2,1,162.9,1,0,1,0,45,Graduate
1,1,140.0,1,0,1,0,22,Graduate
1,1,146.5,0,0,1,0,39,Dropout
2,1,128.0,0,0,1,0,49,Dropout
1,1,190.0,1,0,1,0,43,Dropout
2,1,133.2,1,0,1,0,32,Dropout
1,1,124.3,0,0,1,0,47,Graduate
5,1,138.1,0,0,1,1,37,Dropout
2,1,144.3,0,0,1,0,41,Graduate
2,1,140.0,0,0,1,0,60,Graduate
2,1,148.3,0,0,1,0,47,Graduate
1,1,96.0,0,1,1,0,50,Dropout
2,1,121.7,1,0,1,0,45,Dropout
1,1,160.0,0,1,1,0,45,Dropout
2,1,110.3,0,0,1,0,33,Graduate
1,1,129.0,0,0,1,0,18,Graduate
2,1,150.0,0,0,1,0,43,Graduate
1,1,100.0,0,0,1,0,44,Graduate
1,1,107.5,0,0,1,0,29,Dropout
4,1,170.0,0,1,1,0,53,Dropout
1,1,140.0,0,1,1,0,35,Dropout
1,1,170.0,1,0,1,0,22,Graduate
1,1,115.5,0,0,1,0,33,Dropout
1,3,130.0,0,0,1,0,41,Dropout
4,1,140.0,0,0,1,0,51,Graduate
1,1,126.6,0,0,1,0,19,Graduate
1,1,143.2,0,0,1,0,35,Dropout
1,2,131.4,1,0,1,0,20,Graduate
1,1,118.3,0,1,1,1,18,Dropout
1,1,140.0,0,0,1,0,21,Graduate
1,1,124.7,1,0,1,0,21,Graduate
2,2,140.0,0,0,1,0,34,Graduate
4,1,150.0,1,0,1,0,34,Dropout
